code,name,market,category,color,date.2018-08-21.per,date.2018-08-21.pbr,date.2018-08-21.volume
3646,駅探,マザーズ,情報・通信,,,,
3647,ジー・スリーホールディングス,東証2部,情報・通信,,,,
3648,ＡＧＳ,東証1部,情報・通信,,,,
3649,ファインデックス,東証1部,情報・通信,,,,
3652,ディジタルメディアプロフェッショナル,マザーズ,情報・通信,,,,
3653,モルフォ,マザーズ,情報・通信,,,,
3654,ヒト・コミュニケーションズ,東証1部,情報・通信,,,,
3655,ブレインパッド,東証1部,情報・通信,,,,
3656,ＫＬａｂ,東証1部,情報・通信,,,,
3657,ポールトゥウィン・ピットクルーホールディングス,東証1部,情報・通信,,,,
3658,イーブックイニシアティブジャパン,東証1部,情報・通信,,,,
3659,ネクソン,東証1部,情報・通信,,,,
3660,アイスタイル,東証1部,情報・通信,,,,
3661,エムアップ,東証1部,情報・通信,,,,
3662,エイチーム,東証1部,情報・通信,,,,
3663,アートスパークホールディングス,東証2部,情報・通信,,,,
3664,モブキャストホールディングス,マザーズ,情報・通信,,,,
3665,エニグモ,マザーズ,情報・通信,,,,
3666,テクノスジャパン,東証1部,情報・通信,,,,
3667,ｅｎｉｓｈ,東証1部,情報・通信,,,,
3668,コロプラ,東証1部,情報・通信,,,,
3670,協立情報通信,東証JQS,情報・通信,,,,
3671,ソフトマックス,マザーズ,情報・通信,,,,
3672,オルトプラス,東証1部,情報・通信,,,,
3673,ブロードリーフ,東証1部,情報・通信,,,,
3674,オークファン,マザーズ,情報・通信,,,,
3675,クロス・マーケティンググループ,東証1部,情報・通信,,,,
3676,デジタルハーツホールディングス,東証1部,情報・通信,,,,
3677,システム情報,東証JQS,情報・通信,,,,
3678,メディアドゥホールディングス,東証1部,情報・通信,,,,
3679,じげん,東証1部,情報・通信,,,,
3680,ホットリンク,マザーズ,情報・通信,,,,
3681,ブイキューブ,東証1部,情報・通信,,,,
3682,エンカレッジ・テクノロジ,マザーズ,情報・通信,,,,
3683,サイバーリンクス,東証1部,情報・通信,,,,
3685,みんなのウェディング,マザーズ,情報・通信,,,,
3686,ディー・エル・イー,東証1部,情報・通信,,,,
3687,フィックスターズ,東証1部,情報・通信,,,,
3688,ＶＯＹＡＧＥ　ＧＲＯＵＰ,東証1部,情報・通信,,,,
3689,イグニス,マザーズ,情報・通信,,,,
3690,ロックオン,マザーズ,情報・通信,,,,
3691,リアルワールド,マザーズ,情報・通信,,,,
3692,ＦＦＲＩ,マザーズ,情報・通信,,,,
3694,オプティム,東証1部,情報・通信,,,,
3695,ＧＭＯリサーチ,マザーズ,情報・通信,,,,
3696,セレス,東証1部,情報・通信,,,,
3697,ＳＨＩＦＴ,マザーズ,情報・通信,,,,
3698,ＣＲＩ・ミドルウェア,マザーズ,情報・通信,,,,
3708,特種東海製紙,東証1部,パルプ・紙,,,,
3710,ジョルダン,東証JQS,情報・通信,,,,
3711,創通,東証JQS,情報・通信,,,,
3712,情報企画,東証2部,情報・通信,,,,
3719,ジェクシード,東証JQS,情報・通信,,,,
3723,日本ファルコム,マザーズ,情報・通信,,,,
3724,ベリサーブ,東証1部,情報・通信,,,,
3726,フォーシーズホールディングス,東証2部,小売業,,,,
3727,アプリックス,マザーズ,情報・通信,,,,
3733,ソフトウェア・サービス,東証JQS,情報・通信,,,,
3738,ティーガイア,東証1部,情報・通信,,,,
3739,コムシード,名古屋セ,情報・通信,,,,
3741,セック,東証1部,情報・通信,,,,
3742,ＩＴｂｏｏｋ,マザーズ,情報・通信,,,,
3744,サイオス,東証2部,情報・通信,,,,
3747,インタートレード,東証2部,情報・通信,,,,
3750,セブンシーズホールディングス,東証2部,情報・通信,,,,
3751,日本アジアグループ,東証1部,情報・通信,,,,
3753,フライトホールディングス,東証2部,情報・通信,,,,
3754,エキサイト,東証JQS,情報・通信,,,,
3756,豆蔵ホールディングス,東証1部,情報・通信,,,,
3758,アエリア,東証JQS,情報・通信,,,,
3760,ケイブ,東証JQS,情報・通信,,,,
3762,テクマトリックス,東証1部,情報・通信,,,,
3763,プロシップ,東証1部,情報・通信,,,,
3765,ガンホー・オンライン・エンターテイメント,東証1部,情報・通信,,,,
3766,システムズ・デザイン,東証JQS,情報・通信,,,,
3768,リスクモンスター,東証2部,情報・通信,,,,
3769,ＧＭＯペイメントゲートウェイ,東証1部,情報・通信,,,,
3770,ザッパラス,東証1部,情報・通信,,,,
3771,システムリサーチ,東証1部,情報・通信,,,,
3772,ウェルス・マネジメント,東証2部,情報・通信,,,,
3773,アドバンスト・メディア,マザーズ,情報・通信,,,,
3774,インターネットイニシアティブ,東証1部,情報・通信,,,,
3775,ガイアックス,名古屋セ,情報・通信,,,,
3776,ブロードバンドタワー,東証JQS,情報・通信,,,,
3777,ジオネクスト,東証JQG,情報・通信,,,,
3778,さくらインターネット,東証1部,情報・通信,,,,
3779,ジェイ・エスコム　ホールディングス,東証JQS,情報・通信,,,,
3782,ディー・ディー・エス,マザーズ,情報・通信,,,,
3784,ヴィンクス,東証1部,情報・通信,,,,
3787,テクノマセマティカル,東証2部,情報・通信,,,,
3788,ＧＭＯクラウド,東証1部,情報・通信,,,,
3791,ＩＧポート,東証JQS,情報・通信,,,,
3793,ドリコム,マザーズ,情報・通信,,,,
3794,エヌ・デーソフトウェア,東証2部,情報・通信,,,,
3796,いい生活,東証2部,情報・通信,,,,
3798,ＵＬＳグループ,東証JQS,情報・通信,64c200,29.4,2.63,129.19
3799,キーウェアソリューションズ,東証2部,情報・通信,,,,
3800,ユニリタ,東証JQS,情報・通信,,,,
3802,エコミック,札幌ア,情報・通信,,,,
3803,イメージ情報開発,東証JQG,情報・通信,,,,
3804,システム　ディ,東証JQS,情報・通信,,,,
3807,フィスコ,東証JQG,情報・通信,,,,
3808,オウケイウェイヴ,名古屋セ,情報・通信,,,,
3810,サイバーステップ,東証2部,情報・通信,,,,
3814,アルファクス・フード・システム,東証JQG,情報・通信,,,,
3815,メディア工房,マザーズ,情報・通信,,,,
3816,大和コンピューター,東証JQS,情報・通信,,,,
3817,ＳＲＡホールディングス,東証1部,情報・通信,,,,
3822,Ｍｉｎｏｒｉソリューションズ,東証1部,情報・通信,,,,
3823,アクロディア,東証2部,情報・通信,,,,
3824,メディアファイブ,福岡Q,情報・通信,,,,
3825,リミックスポイント,東証2部,情報・通信,,,,
3826,システムインテグレータ,東証1部,情報・通信,,,,
3830,ギガプライズ,名古屋セ,情報・通信,,,,
3834,朝日ネット,東証1部,情報・通信,,,,
3835,ｅＢＡＳＥ,東証1部,情報・通信,,,,
3836,アバント,東証1部,情報・通信,,,,
3837,アドソル日進,東証1部,情報・通信,,,,
3839,ＯＤＫソリューションズ,東証JQS,情報・通信,,,,
3840,パス,東証2部,情報・通信,,,,
3841,ジーダット,東証JQS,情報・通信,,,,
3842,ネクストジェン,東証JQG,情報・通信,,,,
3843,フリービット,東証1部,情報・通信,,,,
3844,コムチュア,東証1部,情報・通信,,,,
3845,アイフリークモバイル,東証JQS,情報・通信,,,,
3847,パシフィックシステム,東証JQS,情報・通信,,,,
3848,データ・アプリケーション,東証JQS,情報・通信,,,,
3849,日本テクノ・ラボ,札幌ア,情報・通信,,,,
3850,ＮＴＴデータイントラマート,東証2部,情報・通信,,,,
3851,日本一ソフトウェア,東証JQS,情報・通信,,,,
3852,サイバーコム,東証1部,情報・通信,,,,
3853,インフォテリア,東証1部,情報・通信,,,,
3854,アイル,東証2部,情報・通信,,,,
3856,Ａｂａｌａｎｃｅ,マザーズ,電気機器,,,,
3857,ラック,東証JQS,情報・通信,,,,
3858,ユビキタスＡＩコーポレーション,東証JQS,情報・通信,,,,
3861,王子ホールディングス,東証1部,パルプ・紙,,,,
3863,日本製紙,東証1部,パルプ・紙,,,,
3864,三菱製紙,東証1部,パルプ・紙,,,,
3865,北越コーポレーション,東証1部,パルプ・紙,,,,
3877,中越パルプ工業,東証1部,パルプ・紙,,,,
3878,巴川製紙所,東証1部,パルプ・紙,,,,
3880,大王製紙,東証1部,パルプ・紙,,,,
3891,ニッポン高度紙工業,東証JQS,パルプ・紙,,,,
3892,岡山製紙,東証JQS,パルプ・紙,,,,
3895,ハビックス,東証JQS,パルプ・紙,,,,
3896,阿波製紙,東証1部,パルプ・紙,,,,
3900,クラウドワークス,マザーズ,情報・通信,,,,
3901,マークラインズ,東証1部,情報・通信,,,,
3902,メディカル・データ・ビジョン,東証1部,情報・通信,,,,
3903,ｇｕｍｉ,東証1部,情報・通信,,,,
3904,カヤック,マザーズ,情報・通信,,,,
3905,データセクション,マザーズ,情報・通信,,,,
3906,ＡＬＢＥＲＴ,マザーズ,情報・通信,,,,
3907,シリコンスタジオ,マザーズ,情報・通信,,,,
3908,コラボス,マザーズ,情報・通信,,,,
3909,ショーケース・ティービー,東証1部,情報・通信,,,,
3910,エムケイシステム,東証JQS,情報・通信,,,,
3911,Ａｉｍｉｎｇ,マザーズ,情報・通信,,,,
3912,モバイルファクトリー,東証1部,情報・通信,,,,
3913,ｓＭｅｄｉｏ,マザーズ,情報・通信,,,,
3914,ＪＩＧ−ＳＡＷ,マザーズ,情報・通信,,,,
3915,テラスカイ,マザーズ,情報・通信,,,,
3916,デジタル・インフォメーション・テクノロジー,東証1部,情報・通信,,,,
3917,アイリッジ,マザーズ,情報・通信,,,,
3918,ＰＣＩホールディングス,東証1部,情報・通信,,,,
3919,パイプドＨＤ,東証1部,情報・通信,,,,
3920,アイビーシー,東証1部,情報・通信,,,,
3921,ネオジャパン,東証1部,情報・通信,,,,
3922,ＰＲ　ＴＩＭＥＳ,マザーズ,情報・通信,,,,
3923,ラクス,マザーズ,情報・通信,,,,
3924,ランドコンピュータ,東証1部,情報・通信,,,,
3925,ダブルスタンダード,マザーズ,情報・通信,,,,
3926,オープンドア,東証1部,情報・通信,,,,
3927,アークン,マザーズ,情報・通信,,,,
3928,マイネット,東証1部,情報・通信,,,,
3929,ソーシャルワイヤー,マザーズ,情報・通信,,,,
3930,はてな,マザーズ,情報・通信,,,,
3931,バリューゴルフ,マザーズ,情報・通信,,,,
3932,アカツキ,東証1部,情報・通信,,,,
3933,チエル,東証JQS,情報・通信,,,,
3934,ベネフィットジャパン,東証1部,情報・通信,,,,
3935,エディア,マザーズ,情報・通信,,,,
3936,グローバルウェイ,マザーズ,情報・通信,,,,
3937,Ｕｂｉｃｏｍホールディングス,東証1部,情報・通信,,,,
3938,ＬＩＮＥ,東証1部,情報・通信,,,,
3939,カナミックネットワーク,東証1部,情報・通信,,,,
3940,ノムラシステムコーポレーション,東証1部,情報・通信,,,,
3941,レンゴー,東証1部,パルプ・紙,,,,
3943,大石産業,福証,パルプ・紙,,,,
3944,古林紙工,東証2部,パルプ・紙,,,,
3945,スーパーバッグ,東証2部,パルプ・紙,,,,
3946,トーモク,東証1部,パルプ・紙,,,,
3947,ダイナパック,東証2部,パルプ・紙,,,,
3948,光ビジネスフォーム,東証JQS,パルプ・紙,,,,
3950,ザ・パック,東証1部,パルプ・紙,,,,
3951,朝日印刷,東証2部,パルプ・紙,,,,
3952,中央紙器工業,名証2部,パルプ・紙,,,,
3953,大村紙業,東証JQS,パルプ・紙,,,,
3954,昭和パックス,東証JQS,パルプ・紙,,,,
3955,イムラ封筒,東証2部,パルプ・紙,,,,
3956,国際チャート,東証JQS,パルプ・紙,,,,
3960,バリューデザイン,マザーズ,情報・通信,,,,
3961,シルバーエッグ・テクノロジー,マザーズ,情報・通信,,,,
3962,チェンジ,マザーズ,情報・通信,,,,
3963,シンクロ・フード,東証1部,情報・通信,,,,
3964,オークネット,東証1部,情報・通信,,,,
3965,キャピタル・アセット・プランニング,東証JQS,情報・通信,,,,
3966,ユーザベース,マザーズ,情報・通信,,,,
3967,エルテス,マザーズ,情報・通信,,,,
3968,セグエグループ,東証JQS,情報・通信,,,,
3969,エイトレッド,マザーズ,情報・通信,,,,
3970,イノベーション,マザーズ,情報・通信,,,,
3974,ティビィシィ・スキヤツト,東証JQS,情報・通信,,,,
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,東証1部,情報・通信,,,,
3976,シャノン,マザーズ,情報・通信,,,,
3977,フュージョン,札幌ア,情報・通信,,,,
3978,マクロミル,東証1部,情報・通信,,,,
3979,うるる,マザーズ,情報・通信,,,,
3981,ビーグリー,東証1部,情報・通信,,,,
3983,オロ,東証1部,情報・通信,,,,
3984,ユーザーローカル,マザーズ,情報・通信,,,,
3985,テモナ,マザーズ,情報・通信,,,,
3986,ビーブレイクシステムズ,マザーズ,情報・通信,,,,
3987,エコモット,マザーズ,情報・通信,,,,
3988,ＳＹＳホールディングス,東証JQS,情報・通信,,,,
3989,シェアリングテクノロジー,マザーズ,情報・通信,,,,
3990,ＵＵＵＭ,マザーズ,情報・通信,,,,
3991,ウォンテッドリー,マザーズ,情報・通信,,,,
3992,ニーズウェル,東証2部,情報・通信,,,,
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,マザーズ,情報・通信,,,,
3994,マネーフォワード,マザーズ,情報・通信,,,,
3995,ＳＫＩＹＡＫＩ,マザーズ,情報・通信,,,,
3996,サインポスト,マザーズ,情報・通信,,,,
3997,トレードワークス,東証JQS,情報・通信,,,,
3998,すららネット,マザーズ,情報・通信,,,,
3999,ナレッジスイート,マザーズ,情報・通信,,,,
4004,昭和電工,東証1部,化学,,,,
4005,住友化学,東証1部,化学,,,,
4008,住友精化,東証1部,化学,,,,
4021,日産化学,東証1部,化学,,,,
4022,ラサ工業,東証1部,化学,,,,
4023,クレハ,東証1部,化学,,,,
4025,多木化学,東証1部,化学,,,,
4026,神島化学工業,東証2部,ガラス・土石製品,,,,
4027,テイカ,東証1部,化学,,,,
4028,石原産業,東証1部,化学,,,,
4031,片倉コープアグリ,東証1部,化学,,,,
4033,日東エフシー,東証1部,化学,,,,
4041,日本曹達,東証1部,化学,,,,
4042,東ソー,東証1部,化学,,,,
4043,トクヤマ,東証1部,化学,,,,
4044,セントラル硝子,東証1部,化学,,,,
4045,東亞合成,東証1部,化学,,,,
4046,大阪ソーダ,東証1部,化学,,,,
4047,関東電化工業,東証1部,化学,,,,
4061,デンカ,東証1部,化学,,,,
4062,イビデン,東証1部,電気機器,,,,
4063,信越化学工業,東証1部,化学,,,,
4064,日本カーバイド工業,東証1部,化学,,,,
4078,堺化学工業,東証1部,化学,,,,
4080,田中化学研究所,東証JQS,化学,,,,
4082,第一稀元素化学工業,東証1部,化学,,,,
4088,エア・ウォーター,東証1部,化学,,,,
4091,大陽日酸,東証1部,化学,,,,
4092,日本化学工業,東証1部,化学,,,,
4093,東邦アセチレン,東証1部,化学,,,,
4094,日本化学産業,東証2部,化学,,,,
4095,日本パーカライジング,東証1部,化学,,,,
4097,高圧ガス工業,東証1部,化学,,,,
4098,チタン工業,東証1部,化学,,,,
4099,四国化成工業,東証1部,化学,,,,
4100,戸田工業,東証1部,化学,,,,
4102,丸尾カルシウム,東証2部,化学,,,,
4107,伊勢化学工業,東証2部,化学,,,,
4109,ステラ　ケミファ,東証1部,化学,,,,
4112,保土谷化学工業,東証1部,化学,,,,
4113,田岡化学工業,東証2部,化学,,,,
4114,日本触媒,東証1部,化学,,,,
4115,本州化学工業,東証2部,化学,,,,
4116,大日精化工業,東証1部,化学,,,,
4118,カネカ,東証1部,化学,,,,
4119,日本ピグメント,東証2部,化学,,,,
4120,スガイ化学工業,東証2部,化学,,,,
4124,大阪油化工業,東証JQS,化学,,,,
4151,協和発酵キリン,東証1部,医薬品,,,,
4182,三菱ガス化学,東証1部,化学,,,,
4183,三井化学,東証1部,化学,,,,
4185,ＪＳＲ,東証1部,化学,,,,
4186,東京応化工業,東証1部,化学,,,,
4187,大阪有機化学工業,東証1部,化学,,,,
4188,三菱ケミカルホールディングス,東証1部,化学,,,,
4189,ＫＨネオケム,東証1部,化学,,,,
4202,ダイセル,東証1部,化学,,,,
4203,住友ベークライト,東証1部,化学,,,,
4204,積水化学工業,東証1部,化学,,,,
4205,日本ゼオン,東証1部,化学,,,,
4206,アイカ工業,東証1部,化学,,,,
4208,宇部興産,東証1部,化学,,,,
4212,積水樹脂,東証1部,化学,,,,
4215,タキロンシーアイ,東証1部,化学,,,,
4216,旭有機材,東証1部,化学,,,,
4217,日立化成,東証1部,化学,,,,
4218,ニチバン,東証1部,化学,,,,
4220,リケンテクノス,東証1部,化学,,,,
4221,大倉工業,東証1部,化学,,,,
4222,児玉化学工業,東証2部,化学,,,,
4224,ロンシール工業,東証2部,化学,,,,
4228,積水化成品工業,東証1部,化学,,,,
4229,群栄化学工業,東証1部,化学,,,,
4231,タイガースポリマー,東証1部,化学,,,,
4234,サンエー化研,東証JQS,化学,,,,
4235,ウルトラファブリックス・ホールディングス,東証JQS,化学,,,,
4237,フジプレアム,東証JQS,化学,,,,
4238,ミライアル,東証1部,化学,,,,
4239,ポラテクノ,東証JQS,化学,,,,
4240,クラスターテクノロジー,東証JQG,化学,,,,
4241,アテクト,東証JQS,化学,,,,
4242,タカギセイコー,東証JQS,化学,,,,
4243,ニックス,東証JQS,化学,,,,
4245,ダイキアクシス,東証1部,化学,,,,
4246,ダイキョーニシカワ,東証1部,化学,,,,
4247,ポバール興業,名証2部,化学,,,,
4248,竹本容器,東証1部,化学,,,,
4249,森六ホールディングス,東証1部,化学,,,,
4272,日本化薬,東証1部,化学,,,,
4274,細谷火工,東証JQS,化学,,,,
4275,カーリットホールディングス,東証1部,化学,,,,
4282,ＥＰＳホールディングス,東証1部,サービス業,,,,
4284,ソルクシーズ,東証1部,情報・通信,,,,
4286,レッグス,東証1部,サービス業,,,,
4287,ジャストプランニング,東証JQS,情報・通信,,,,
4288,アズジェント,東証JQS,情報・通信,,,,
4290,プレステージ・インターナショナル,東証1部,サービス業,,,,
4291,ＪＩＥＣ,東証2部,情報・通信,,,,
4293,セプテーニ・ホールディングス,東証JQS,サービス業,,,,
4295,フェイス,東証1部,情報・通信,,,,
4298,プロトコーポレーション,東証JQS,情報・通信,,,,
4299,ハイマックス,東証1部,情報・通信,,,,
4301,アミューズ,東証1部,サービス業,,,,
4304,Ｅストアー,東証JQS,情報・通信,,,,
4307,野村総合研究所,東証1部,情報・通信,,,,
4308,Ｊストリーム,マザーズ,情報・通信,,,,
4310,ドリームインキュベータ,東証1部,サービス業,,,,
4312,サイバネットシステム,東証1部,情報・通信,,,,
4316,ビーマップ,東証JQG,情報・通信,,,,
4317,レイ,東証JQS,サービス業,,,,
4318,クイック,東証1部,サービス業,,,,
4319,ＴＡＣ,東証1部,サービス業,,,,
4320,ＣＥホールディングス,東証1部,情報・通信,,,,
4321,ケネディクス,東証1部,サービス業,,,,
4323,日本システム技術,東証1部,情報・通信,,,,
4324,電通,東証1部,サービス業,,,,
4326,インテージホールディングス,東証1部,情報・通信,,,,
4327,日本エス・エイチ・エル,東証JQS,サービス業,,,,
4331,テイクアンドギヴ・ニーズ,東証1部,サービス業,,,,
4333,東邦システムサイエンス,東証1部,情報・通信,,,,
4334,ユークス,東証JQS,情報・通信,,,,
4335,アイ・ピー・エス,東証JQS,情報・通信,,,,
4336,クリエアナブキ,東証JQS,サービス業,,,,
4337,ぴあ,東証1部,サービス業,,,,
4341,西菱電機,東証2部,サービス業,,,,
4342,セコム上信越,東証2部,サービス業,,,,
4343,イオンファンタジー,東証1部,サービス業,,,,
4344,ソースネクスト,東証1部,情報・通信,,,,
4345,シーティーエス,東証1部,サービス業,,,,
4346,ネクシィーズグループ,東証1部,サービス業,,,,
4347,ブロードメディア,東証JQS,サービス業,,,,
4348,インフォコム,東証JQS,情報・通信,,,,
4349,テスク,名証2部,情報・通信,,,,
4350,メディカルシステムネットワーク,東証1部,小売業,,,,
4351,山田債権回収管理総合事務所,東証JQS,その他金融業,,,,
4355,ロングライフホールディング,東証JQS,サービス業,,,,
4356,応用技術,東証JQS,情報・通信,,,,
4361,川口化学工業,東証2部,化学,,,,
4362,日本精化,東証1部,化学,,,,
4364,マナック,東証2部,化学,,,,
4365,松本油脂製薬,東証JQS,化学,,,,
4366,ダイトーケミックス,東証2部,化学,,,,
4367,広栄化学工業,東証2部,化学,,,,
4368,扶桑化学工業,東証1部,化学,,,,
4369,トリケミカル研究所,東証1部,化学,,,,
4380,Ｍマート,マザーズ,情報・通信,,,,
4381,ビープラッツ,マザーズ,情報・通信,,,,
4382,ＨＥＲＯＺ,マザーズ,情報・通信,,,,
4384,ラクスル,マザーズ,情報・通信,,,,
4385,メルカリ,マザーズ,情報・通信,,,,
4386,ＳＩＧ,東証JQS,情報・通信,,,,
4387,ＺＵＵ,マザーズ,情報・通信,,,,
4388,エーアイ,マザーズ,情報・通信,,,,
4389,プロパティデータバンク,マザーズ,情報・通信,,,,
4390,アイ・ピー・エス,マザーズ,情報・通信,,,,
4391,ロジザード,マザーズ,情報・通信,,,,
4392,ＦＩＧ,東証1部,情報・通信,,,,
4393,バンク・オブ・イノベーション,マザーズ,情報・通信,,,,
4394,エクスモーション,マザーズ,情報・通信,,,,
4395,アクリート,マザーズ,情報・通信,,,,
4396,システムサポート,マザーズ,情報・通信,,,,
4397,チームスピリット,,情報・通信,,,,
4401,ＡＤＥＫＡ,東証1部,化学,,,,
4403,日油,東証1部,化学,,,,
4404,ミヨシ油脂,東証1部,食料品,,,,
4406,新日本理化,東証1部,化学,,,,
4409,東邦化学工業,東証2部,化学,,,,
4410,ハリマ化成グループ,東証1部,化学,,,,
4452,花王,東証1部,化学,,,,
4461,第一工業製薬,東証1部,化学,,,,
4462,石原ケミカル,東証1部,化学,,,,
4463,日華化学,東証1部,化学,,,,
4464,ソフト９９コーポレーション,東証2部,化学,,,,
4465,ニイタカ,東証1部,化学,,,,
4471,三洋化成工業,東証1部,化学,,,,
4502,武田薬品工業,東証1部,医薬品,,,,
4503,アステラス製薬,東証1部,医薬品,,,,
4506,大日本住友製薬,東証1部,医薬品,,,,
4507,塩野義製薬,東証1部,医薬品,,,,
4508,田辺三菱製薬,東証1部,医薬品,,,,
4512,わかもと製薬,東証1部,医薬品,,,,
4514,あすか製薬,東証1部,医薬品,,,,
4516,日本新薬,東証1部,医薬品,,,,
4517,ビオフェルミン製薬,東証1部,医薬品,,,,
4519,中外製薬,東証1部,医薬品,,,,
4521,科研製薬,東証1部,医薬品,,,,
4523,エーザイ,東証1部,医薬品,,,,
4524,森下仁丹,東証2部,医薬品,,,,
4526,理研ビタミン,東証1部,食料品,,,,
4527,ロート製薬,東証1部,医薬品,,,,
4528,小野薬品工業,東証1部,医薬品,,,,
4530,久光製薬,東証1部,医薬品,,,,
4531,有機合成薬品工業,東証1部,化学,,,,
4534,持田製薬,東証1部,医薬品,,,,
4536,参天製薬,東証1部,医薬品,,,,
4538,扶桑薬品工業,東証1部,医薬品,,,,
4539,日本ケミファ,東証1部,医薬品,,,,
4540,ツムラ,東証1部,医薬品,,,,
4541,日医工,東証1部,医薬品,,,,
4543,テルモ,東証1部,精密機器,,,,
4544,みらかホールディングス,東証1部,サービス業,,,,
4547,キッセイ薬品工業,東証1部,医薬品,,,,
4548,生化学工業,東証1部,医薬品,,,,
4549,栄研化学,東証1部,医薬品,,,,
4550,日水製薬,東証1部,医薬品,,,,
4551,鳥居薬品,東証1部,医薬品,,,,
4552,ＪＣＲファーマ,東証1部,医薬品,,,,
4553,東和薬品,東証1部,医薬品,,,,
4554,富士製薬工業,東証1部,医薬品,,,,
4555,沢井製薬,東証1部,医薬品,,,,
4556,カイノス,東証JQS,医薬品,,,,
4557,医学生物学研究所,東証JQS,医薬品,,,,
4558,中京医薬品,東証JQS,医薬品,,,,
4559,ゼリア新薬工業,東証1部,医薬品,,,,
4563,アンジェス,マザーズ,医薬品,,,,
4564,オンコセラピー・サイエンス,マザーズ,医薬品,,,,
4565,そーせいグループ,マザーズ,医薬品,,,,
4568,第一三共,東証1部,医薬品,,,,
4569,キョーリン製薬ホールディングス,東証1部,医薬品,,,,
4570,免疫生物研究所,東証JQG,医薬品,,,,
4571,ナノキャリア,マザーズ,医薬品,,,,
4572,カルナバイオサイエンス,東証JQG,医薬品,,,,
4574,大幸薬品,東証1部,医薬品,,,,
4575,キャンバス,マザーズ,医薬品,,,,
4576,デ・ウエスタン・セラピテクス研究所,東証JQG,医薬品,,,,
4577,ダイト,東証1部,医薬品,,,,
4578,大塚ホールディングス,東証1部,医薬品,,,,
4579,ラクオリア創薬,東証JQG,医薬品,,,,
4581,大正製薬ホールディングス,東証1部,医薬品,,,,
4582,シンバイオ製薬,東証JQG,医薬品,,,,
4583,カイオム・バイオサイエンス,マザーズ,医薬品,,,,
4584,ジーンテクノサイエンス,マザーズ,医薬品,,,,
4585,ＵＭＮファーマ,マザーズ,医薬品,,,,
4586,メドレックス,マザーズ,医薬品,,,,
4587,ペプチドリーム,東証1部,医薬品,,,,
4588,オンコリスバイオファーマ,マザーズ,医薬品,,,,
4591,リボミック,マザーズ,医薬品,,,,
4592,サンバイオ,マザーズ,医薬品,,,,
4593,ヘリオス,マザーズ,医薬品,,,,
4594,ブライトパス・バイオ,マザーズ,医薬品,,,,
4595,ミズホメディー,東証JQS,医薬品,,,,
4596,窪田製薬ホールディングス,マザーズ,医薬品,,,,
4597,ソレイジア・ファーマ,マザーズ,医薬品,,,,
4611,大日本塗料,東証1部,化学,,,,
4612,日本ペイントホールディングス,東証1部,化学,,,,
4613,関西ペイント,東証1部,化学,,,,
4615,神東塗料,東証1部,化学,,,,
4616,川上塗料,東証2部,化学,,,,
4617,中国塗料,東証1部,化学,,,,
4619,日本特殊塗料,東証1部,化学,,,,
4620,藤倉化成,東証1部,化学,,,,
4621,ロックペイント,東証2部,化学,,,,
4623,アサヒペン,東証2部,化学,,,,
4624,イサム塗料,東証2部,化学,,,,
4625,アトミクス,東証JQS,化学,,,,
4626,太陽ホールディングス,東証1部,化学,,,,
4627,ナトコ,東証JQS,化学,,,,
4628,エスケー化研,東証JQS,化学,,,,
4629,大伸化学,東証JQS,化学,,,,
4631,ＤＩＣ,東証1部,化学,,,,
4633,サカタインクス,東証1部,化学,,,,
4634,東洋インキＳＣホールディングス,東証1部,化学,,,,
4635,東京インキ,東証2部,化学,,,,
4636,Ｔ＆Ｋ　ＴＯＫＡ,東証1部,化学,,,,
4640,アンドール,東証JQS,情報・通信,,,,
4641,アルプス技研,東証1部,サービス業,,,,
4642,オリジナル設計,東証2部,サービス業,,,,
4644,イマジニア,東証JQS,情報・通信,,,,
4645,市進ホールディングス,東証JQS,サービス業,,,,
4649,大成,名証2部,サービス業,,,,
4650,ＳＤエンターテイメント,東証JQS,サービス業,,,,
4651,サニックス,東証1部,サービス業,,,,
4653,ダイオーズ,東証1部,サービス業,,,,
4656,サン・ライフ,東証JQS,サービス業,,,,
4657,環境管理センター,東証JQS,サービス業,,,,
4658,日本空調サービス,東証1部,サービス業,,,,
4659,エイジス,東証JQS,サービス業,,,,
4661,オリエンタルランド,東証1部,サービス業,,,,
4662,フォーカスシステムズ,東証1部,情報・通信,,,,
4664,ＲＳＣ,東証JQS,サービス業,,,,
4665,ダスキン,東証1部,サービス業,,,,
4666,パーク２４,東証1部,不動産業,,,,
4667,アイサンテクノロジー,東証JQS,情報・通信,,,,
4668,明光ネットワークジャパン,東証1部,サービス業,,,,
4669,ニッパンレンタル,東証JQS,サービス業,,,,
4671,ファルコホールディングス,東証1部,サービス業,,,,
4673,川崎地質,東証JQS,サービス業,,,,
4674,クレスコ,東証1部,情報・通信,,,,
4676,フジ・メディア・ホールディングス,東証1部,情報・通信,,,,
4678,秀英予備校,東証1部,サービス業,,,,
4679,田谷,東証1部,サービス業,,,,
4680,ラウンドワン,東証1部,サービス業,,,,
4681,リゾートトラスト,東証1部,サービス業,,,,
4684,オービック,東証1部,情報・通信,,,,
4685,菱友システムズ,東証JQS,情報・通信,,,,
4686,ジャストシステム,東証1部,情報・通信,,,,
