code,name,market,category,color,date.2018-08-21.per,date.2018-08-21.pbr,date.2018-08-21.volume
2332,クエスト,東証JQS,情報・通信,,,,
2334,イオレ,マザーズ,サービス業,,,,
2335,キューブシステム,東証1部,情報・通信,,,,
2337,いちご,東証1部,不動産業,,,,
2338,ファステップス,東証2部,情報・通信,,,,
2340,極楽湯ホールディングス,東証JQS,サービス業,,,,
2341,アルバイトタイムス,東証JQS,サービス業,,,,
2342,トランスジェニック,マザーズ,サービス業,,,,
2344,平安レイサービス,東証JQS,サービス業,,,,
2345,アイスタディ,東証2部,情報・通信,,,,
2349,エヌアイデイ,東証JQS,情報・通信,,,,
2351,ＡＳＪ,マザーズ,情報・通信,,,,
2352,エイジア,東証1部,情報・通信,,,,
2353,日本駐車場開発,東証1部,不動産業,,,,
2354,安川情報システム,東証2部,情報・通信,,,,
2359,コア,東証1部,情報・通信,,,,
2362,夢真ホールディングス,東証JQS,サービス業,,,,
2370,メディネット,マザーズ,サービス業,,,,
2371,カカクコム,東証1部,サービス業,,,,
2372,アイロムグループ,東証1部,サービス業,,,,
2373,ケア２１,東証JQS,サービス業,,,,
2374,セントケア・ホールディング,東証1部,サービス業,,,,
2375,スリープログループ,東証2部,サービス業,,,,
2376,サイネックス,東証1部,サービス業,,,,
2378,ルネサンス,東証1部,サービス業,,,,
2379,ディップ,東証1部,サービス業,,,,
2384,ＳＢＳホールディングス,東証1部,陸運業,,,,
2385,総医研ホールディングス,マザーズ,サービス業,,,,
2388,ウェッジホールディングス,東証JQG,その他金融業,,,,
2389,オプトホールディング,東証1部,サービス業,,,,
2391,プラネット,東証JQS,サービス業,,,,
2393,日本ケアサプライ,東証2部,サービス業,,,,
2395,新日本科学,東証1部,サービス業,,,,
2397,ＤＮＡチップ研究所,東証2部,サービス業,,,,
2398,ツクイ,東証1部,サービス業,,,,
2402,アマナ,マザーズ,サービス業,,,,
2404,鉄人化計画,東証2部,サービス業,,,,
2405,フジコー,東証2部,サービス業,,,,
2406,アルテ　サロン　ホールディングス,東証JQS,サービス業,,,,
2408,ＫＧ情報,東証JQS,サービス業,,,,
2410,キャリアデザインセンター,東証1部,サービス業,,,,
2411,ゲンダイエージェンシー,東証JQS,情報・通信,,,,
2412,ベネフィット・ワン,東証2部,サービス業,,,,
2413,エムスリー,東証1部,サービス業,,,,
2415,ヒューマンホールディングス,東証JQS,サービス業,,,,
2417,ツヴァイ,東証2部,サービス業,,,,
2418,ツカダ・グローバルホールディング,東証1部,サービス業,,,,
2424,ブラス,東証1部,サービス業,,,,
2425,ケアサービス,東証JQG,サービス業,,,,
2427,アウトソーシング,東証1部,サービス業,,,,
2428,ウェルネット,東証1部,サービス業,,,,
2429,ワールドホールディングス,東証1部,サービス業,,,,
2432,ディー・エヌ・エー,東証1部,サービス業,,,,
2433,博報堂ＤＹホールディングス,東証1部,サービス業,,,,
2435,シダー,東証JQS,サービス業,,,,
2436,共同ピーアール,東証JQS,サービス業,,,,
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,東証JQS,サービス業,,,,
2438,アスカネット,マザーズ,サービス業,,,,
2440,ぐるなび,東証1部,サービス業,,,,
2445,エスアールジータカミヤ,東証1部,サービス業,,,,
2449,プラップジャパン,東証JQS,サービス業,,,,
2453,ジャパンベストレスキューシステム,東証1部,サービス業,,,,
2454,オールアバウト,東証JQS,サービス業,,,,
2458,夢テクノロジー,東証JQS,サービス業,,,,
2459,アウンコンサルティング,東証2部,サービス業,,,,
2461,ファンコミュニケーションズ,東証1部,サービス業,,,,
2462,ライク,東証1部,サービス業,,,,
2464,ビジネス・ブレークスルー,東証1部,サービス業,,,,
2467,バルクホールディングス,名古屋セ,サービス業,,,,
2468,フュートレック,東証2部,サービス業,,,,
2469,ヒビノ,東証JQS,サービス業,,,,
2471,エスプール,東証JQS,サービス業,,,,
2475,ＷＤＢホールディングス,東証1部,サービス業,,,,
2477,手間いらず,マザーズ,サービス業,,,,
2479,ジェイテック,東証JQG,サービス業,,,,
2480,システム・ロケーション,東証JQS,サービス業,,,,
2481,タウンニュース社,東証JQS,サービス業,,,,
2483,翻訳センター,東証JQS,サービス業,,,,
2484,夢の街創造委員会,東証JQS,情報・通信,,,,
2485,ティア,東証1部,サービス業,,,,
2487,ＣＤＧ,東証1部,サービス業,,,,
2488,日本サード・パーティ,東証JQS,サービス業,,,,
2489,アドウェイズ,マザーズ,サービス業,,,,
2491,バリューコマース,東証1部,サービス業,,,,
2492,インフォマート,東証1部,サービス業,,,,
2493,イーサポートリンク,東証JQS,サービス業,,,,
2497,ユナイテッド,マザーズ,サービス業,,,,
2498,ＡＣＫグループ,東証JQS,サービス業,,,,
2499,日本和装ホールディングス,東証2部,サービス業,,,,
2501,サッポロホールディングス,東証1部,食料品,,,,
2502,アサヒグループホールディングス,東証1部,食料品,,,,
2503,キリンホールディングス,東証1部,食料品,,,,
2531,宝ホールディングス,東証1部,食料品,,,,
2533,オエノンホールディングス,東証1部,食料品,,,,
2540,養命酒製造,東証1部,食料品,,,,
2551,マルサンアイ,名証2部,食料品,,,,
2573,北海道コカ・コーラボトリング,東証2部,食料品,,,,
2579,コカ・コーラ　ボトラーズジャパンホールディングス,東証1部,食料品,,,,
2586,フルッタフルッタ,マザーズ,食料品,,,,
2587,サントリー食品インターナショナル,東証1部,食料品,,,,
2588,プレミアムウォーターホールディングス,東証2部,食料品,,,,
2590,ダイドーグループホールディングス,東証1部,食料品,,,,
2593,伊藤園,東証1部,食料品,,,,
2594,キーコーヒー,東証1部,食料品,,,,
2597,ユニカフェ,東証1部,食料品,,,,
2599,ジャパンフーズ,東証1部,食料品,,,,
2602,日清オイリオグループ,東証1部,食料品,,,,
2607,不二製油グループ本社,東証1部,食料品,,,,
2608,ボーソー油脂,東証2部,食料品,,,,
2612,かどや製油,東証1部,食料品,,,,
2613,Ｊ−オイルミルズ,東証1部,食料品,,,,
2651,ローソン,東証1部,小売業,,,,
2652,まんだらけ,東証2部,小売業,,,,
2653,イオン九州,東証JQS,小売業,,,,
2654,アスモ,東証2部,小売業,,,,
2655,マックスバリュ東北,東証2部,小売業,,,,
2656,ベクター,東証JQS,小売業,,,,
2659,サンエー,東証1部,小売業,,,,
2664,カワチ薬品,東証1部,小売業,,,,
2666,オートウェーブ,東証JQS,小売業,,,,
2667,イメージ　ワン,東証JQS,卸売業,,,,
2668,タビオ,東証2部,卸売業,,,,
2669,カネ美食品,東証JQS,小売業,,,,
2670,エービーシー・マート,東証1部,小売業,,,,
2673,夢みつけ隊,東証JQS,小売業,,,,
2674,ハードオフコーポレーション,東証1部,小売業,,,,
2675,ダイナックホールディングス,東証2部,小売業,,,,
2676,高千穂交易,東証1部,卸売業,,,,
2678,アスクル,東証1部,小売業,,,,
2681,ゲオホールディングス,東証1部,小売業,,,,
2683,魚喜,東証2部,小売業,,,,
2685,アダストリア,東証1部,小売業,,,,
2686,ジーフット,東証1部,小売業,,,,
2687,シー・ヴイ・エス・ベイエリア,東証1部,小売業,,,,
2689,カワニシホールディングス,東証2部,卸売業,,,,
2692,伊藤忠食品,東証1部,卸売業,,,,
2693,ＹＫＴ,東証JQS,卸売業,,,,
2694,ジー・テイスト,東証JQS,小売業,,,,
2695,くらコーポレーション,東証1部,小売業,,,,
2698,キャンドゥ,東証1部,小売業,,,,
2700,木徳神糧,東証JQS,卸売業,,,,
2702,日本マクドナルドホールディングス,東証JQS,小売業,,,,
2703,日本ライトン,東証JQS,卸売業,,,,
2705,大戸屋ホールディングス,東証JQS,小売業,,,,
2706,ブロッコリー,東証JQS,その他製品,,,,
2708,久世,東証JQS,卸売業,,,,
2714,プラマテルズ,東証JQS,卸売業,,,,
2715,エレマテック,東証1部,卸売業,,,,
2721,ジェイホールディングス,東証JQS,卸売業,,,,
2722,アイケイ,東証2部,小売業,,,,
2726,パルグループホールディングス,東証1部,小売業,,,,
2729,ＪＡＬＵＸ,東証1部,卸売業,,,,
2730,エディオン,東証1部,小売業,,,,
2733,あらた,東証1部,卸売業,,,,
2734,サーラコーポレーション,東証1部,小売業,,,,
2735,ワッツ,東証1部,小売業,,,,
2736,フェスタリアホールディングス,東証JQS,小売業,,,,
2737,トーメンデバイス,東証1部,卸売業,,,,
2742,ハローズ,東証1部,小売業,,,,
2743,ピクセルカンパニーズ,東証JQS,卸売業,,,,
2747,北雄ラッキー,東証JQS,小売業,,,,
2749,ＪＰホールディングス,東証1部,サービス業,,,,
2750,石光商事,東証JQS,卸売業,,,,
2751,テンポスホールディングス,東証JQS,卸売業,,,,
2752,フジオフードシステム,東証JQS,小売業,,,,
2753,あみやき亭,東証1部,小売業,,,,
2754,東葛ホールディングス,東証JQS,小売業,,,,
2760,東京エレクトロン　デバイス,東証1部,卸売業,,,,
2761,トシン・グループ,東証JQS,卸売業,,,,
2762,三光マーケティングフーズ,東証2部,小売業,,,,
2763,エフティグループ,東証JQS,卸売業,,,,
2764,ひらまつ,東証1部,小売業,,,,
2767,フィールズ,東証1部,卸売業,,,,
2768,双日,東証1部,卸売業,,,,
2769,ヴィレッジヴァンガードコーポレーション,東証JQS,小売業,,,,
2773,ミューチュアル,東証JQS,機械,,,,
2776,新都ホールディングス,東証JQS,卸売業,,,,
2777,カッシーナ・イクスシー,東証JQS,卸売業,,,,
2778,パレモ・ホールディングス,東証JQS,小売業,,,,
2780,コメ兵,東証2部,小売業,,,,
2782,セリア,東証JQS,小売業,,,,
2784,アルフレッサ　ホールディングス,東証1部,卸売業,,,,
2788,アップルインターナショナル,東証2部,卸売業,,,,
2789,カルラ,東証JQS,小売業,,,,
2790,ナフコ,東証JQS,小売業,,,,
2791,大黒天物産,東証1部,小売業,,,,
2792,ハニーズホールディングス,東証1部,小売業,,,,
2795,日本プリメックス,東証JQS,卸売業,,,,
2796,ファーマライズホールディングス,東証1部,小売業,,,,
2798,ワイズテーブルコーポレーション,東証2部,小売業,,,,
2801,キッコーマン,東証1部,食料品,,,,
2802,味の素,東証1部,食料品,,,,
2804,ブルドックソース,東証2部,食料品,,,,
2805,ヱスビー食品,東証2部,食料品,,,,
2806,ユタカフーズ,東証2部,食料品,,,,
2809,キユーピー,東証1部,食料品,,,,
2810,ハウス食品グループ本社,東証1部,食料品,,,,
2811,カゴメ,東証1部,食料品,,,,
2812,焼津水産化学工業,東証1部,食料品,,,,
2813,和弘食品,東証JQS,食料品,,,,
2814,佐藤食品工業,東証JQS,食料品,,,,
2815,アリアケジャパン,東証1部,食料品,,,,
2816,ダイショー,東証2部,食料品,,,,
2818,ピエトロ,東証1部,食料品,,,,
2819,エバラ食品工業,東証1部,食料品,,,,
2820,やまみ,東証JQS,食料品,,,,
2830,アヲハタ,東証2部,食料品,,,,
2831,はごろもフーズ,東証2部,食料品,,,,
2871,ニチレイ,東証1部,食料品,,,,
2872,セイヒョー,東証2部,食料品,,,,
2874,ヨコレイ,東証1部,卸売業,,,,
2875,東洋水産,東証1部,食料品,,,,
2876,ジェーシー・コムサ,東証JQS,食料品,,,,
2877,日東ベスト,東証JQS,食料品,,,,
2882,イートアンド,東証1部,食料品,,,,
2883,大冷,東証1部,食料品,,,,
2884,ヨシムラ・フード・ホールディングス,東証1部,食料品,,,,
2892,日本食品化工,東証2部,食料品,,,,
2894,石井食品,東証2部,食料品,,,,
2897,日清食品ホールディングス,東証1部,食料品,,,,
2899,永谷園ホールディングス,東証1部,食料品,,,,
2901,石垣食品,東証JQS,食料品,,,,
2902,太陽化学,名証2部,食料品,,,,
2903,シノブフーズ,東証2部,食料品,,,,
2904,一正蒲鉾,東証1部,食料品,,,,
2905,オーケー食品工業,東証JQS,食料品,,,,
2907,あじかん,東証2部,食料品,,,,
2908,フジッコ,東証1部,食料品,,,,
2910,ロック・フィールド,東証1部,食料品,,,,
2911,旭松食品,東証2部,食料品,,,,
2914,ＪＴ,東証1部,食料品,,,,
2915,ケンコーマヨネーズ,東証1部,食料品,,,,
2916,仙波糖化工業,東証JQS,食料品,,,,
2917,大森屋,東証JQS,食料品,,,,
2918,わらべや日洋ホールディングス,東証1部,食料品,,,,
2919,マルタイ,福証,食料品,,,,
2922,なとり,東証1部,食料品,,,,
2923,サトウ食品工業,東証2部,食料品,,,,
2924,イフジ産業,東証1部,食料品,,,,
2925,ピックルスコーポレーション,東証1部,食料品,,,,
2926,篠崎屋,東証2部,食料品,,,,
2927,ＡＦＣ−ＨＤアムスライフサイエンス,東証JQS,食料品,,,,
2928,ＲＩＺＡＰグループ,札幌ア,サービス業,,,,
2929,ファーマフーズ,東証2部,食料品,,,,
2930,北の達人コーポレーション,東証1部,食料品,,,,
2931,ユーグレナ,東証1部,食料品,,,,
3001,片倉工業,東証1部,繊維製品,,,,
3002,グンゼ,東証1部,繊維製品,,,,
3003,ヒューリック,東証1部,不動産業,,,,
3004,神栄,東証1部,卸売業,,,,
3010,価値開発,東証2部,サービス業,,,,
3011,バナーズ,東証2部,小売業,,,,
3020,アプライド,東証JQS,小売業,,,,
3021,パシフィックネット,東証2部,小売業,,,,
3023,ラサ商事,東証1部,卸売業,,,,
3024,クリエイト,東証JQS,卸売業,,,,
3028,アルペン,東証1部,小売業,,,,
3030,ハブ,東証1部,小売業,,,,
3031,ラクーン,東証1部,卸売業,,,,
3032,ゴルフ・ドゥ,名古屋セ,小売業,,,,
3034,クオール,東証1部,小売業,,,,
3035,ケイティケイ,東証JQS,卸売業,,,,
3036,アルコニックス,東証1部,卸売業,,,,
3038,神戸物産,東証1部,卸売業,,,,
3040,ソリトンシステムズ,東証1部,情報・通信,,,,
3041,ビューティ花壇,東証2部,卸売業,,,,
3042,セキュアヴェイル,東証JQG,情報・通信,,,,
3045,カワサキ,東証2部,卸売業,,,,
3046,ジンズ,東証1部,小売業,,,,
3047,ＴＲＵＣＫ−ＯＮＥ,福岡Q,卸売業,,,,
3048,ビックカメラ,東証1部,小売業,,,,
3050,ＤＣＭホールディングス,東証1部,小売業,,,,
3053,ペッパーフードサービス,東証1部,卸売業,,,,
3054,ハイパー,東証JQS,卸売業,,,,
3055,ほくやく・竹山ホールディングス,札証,卸売業,,,,
3057,ゼットン,名古屋セ,小売業,,,,
3058,三洋堂ホールディングス,東証JQS,小売業,,,,
3059,ヒラキ,東証2部,小売業,,,,
3063,ジェイグループホールディングス,マザーズ,小売業,,,,
3064,ＭｏｎｏｔａＲＯ,東証1部,小売業,,,,
3065,ライフフーズ,東証JQS,小売業,,,,
3066,ＪＢイレブン,名証2部,小売業,,,,
3067,東京一番フーズ,東証1部,小売業,,,,
3068,ＷＤＩ,東証JQS,小売業,,,,
3069,ＪＦＬＡホールディングス,東証JQS,小売業,,,,
3070,アマガサ,東証JQG,卸売業,,,,
3071,ストリーム,東証2部,小売業,,,,
3073,ＤＤホールディングス,東証1部,小売業,,,,
3075,銚子丸,東証JQS,小売業,,,,
3076,あい　ホールディングス,東証1部,卸売業,,,,
3077,ホリイフードサービス,東証JQS,小売業,,,,
3079,ディーブイエックス,東証1部,卸売業,,,,
3080,ジェーソン,東証JQS,小売業,,,,
3082,きちり,東証1部,小売業,,,,
3083,シーズメン,東証JQS,小売業,,,,
3085,アークランドサービスホールディングス,東証1部,小売業,,,,
3086,Ｊ．フロント　リテイリング,東証1部,小売業,,,,
3087,ドトール・日レスホールディングス,東証1部,小売業,,,,
3088,マツモトキヨシホールディングス,東証1部,小売業,,,,
3089,テクノアルファ,東証JQS,卸売業,,,,
3091,ブロンコビリー,東証1部,小売業,,,,
3092,スタートトゥデイ,東証1部,小売業,,,,
3093,トレジャー・ファクトリー,東証1部,小売業,,,,
3094,スーパーバリュー,東証JQS,小売業,,,,
3096,オーシャンシステム,東証JQS,小売業,,,,
3097,物語コーポレーション,東証1部,小売業,,,,
3098,ココカラファイン,東証1部,小売業,,,,
3099,三越伊勢丹ホールディングス,東証1部,小売業,,,,
3101,東洋紡,東証1部,繊維製品,,,,
3103,ユニチカ,東証1部,繊維製品,,,,
3104,富士紡ホールディングス,東証1部,繊維製品,,,,
3105,日清紡ホールディングス,東証1部,電気機器,,,,
3106,クラボウ,東証1部,繊維製品,,,,
3107,ダイワボウホールディングス,東証1部,卸売業,,,,
3109,シキボウ,東証1部,繊維製品,,,,
3110,日東紡,東証1部,ガラス・土石製品,,,,
3111,オーミケンシ,東証2部,繊維製品,,,,
3113,Ｏａｋ　キャピタル,東証2部,証券業,,,,
3116,トヨタ紡織,東証1部,輸送用機器,,,,
3121,マーチャント・バンカーズ,東証2部,サービス業,,,,
3123,サイボー,東証2部,繊維製品,,,,
3125,新内外綿,東証2部,繊維製品,,,,
3131,シンデン・ハイテックス,東証JQS,卸売業,,,,
3132,マクニカ・富士エレホールディングス,東証1部,卸売業,,,,
3133,海帆,マザーズ,小売業,,,,
3134,Ｈａｍｅｅ,東証1部,小売業,,,,
3135,マーケットエンタープライズ,マザーズ,小売業,,,,
3136,エコノス,札幌ア,小売業,,,,
3137,ファンデリー,マザーズ,小売業,,,,
3138,富士山マガジンサービス,マザーズ,小売業,,,,
3139,ラクト・ジャパン,東証1部,卸売業,,,,
3140,イデアインターナショナル,東証JQG,卸売業,,,,
3141,ウエルシアホールディングス,東証1部,小売業,,,,
3143,オーウイル,東証2部,卸売業,,,,
3148,クリエイトＳＤホールディングス,東証1部,小売業,,,,
3150,グリムス,東証JQS,卸売業,,,,
3151,バイタルケーエスケー・ホールディングス,東証1部,卸売業,,,,
3153,八洲電機,東証1部,卸売業,,,,
3154,メディアスホールディングス,東証1部,卸売業,,,,
3156,ＵＫＣホールディングス,東証1部,卸売業,,,,
3157,ジューテックホールディングス,東証1部,卸売業,,,,
3159,丸善ＣＨＩホールディングス,東証1部,小売業,,,,
3160,大光,東証1部,卸売業,,,,
3161,アゼアス,東証2部,卸売業,,,,
3165,フーマイスターエレクトロニクス,東証JQS,卸売業,,,,
3166,ＯＣＨＩホールディングス,東証1部,卸売業,,,,
3167,ＴＯＫＡＩホールディングス,東証1部,卸売業,,,,
3168,黒谷,東証1部,卸売業,,,,
3169,ミサワ,東証1部,小売業,,,,
3171,マックスバリュ九州,東証JQS,小売業,,,,
3172,ティーライフ,東証1部,小売業,,,,
3173,Ｃｏｍｉｎｉｘ,東証1部,卸売業,,,,
3174,ハピネス・アンド・ディ,東証JQS,小売業,,,,
3175,エー・ピーカンパニー,東証1部,小売業,,,,
3176,三洋貿易,東証1部,卸売業,,,,
3177,ありがとうサービス,東証JQS,小売業,,,,
3178,チムニー,東証1部,小売業,,,,
3179,シュッピン,東証1部,小売業,,,,
3180,ビューティガレージ,東証1部,卸売業,,,,
3181,買取王国,東証JQS,小売業,,,,
3182,オイシックス・ラ・大地,マザーズ,小売業,,,,
3183,ウイン・パートナーズ,東証1部,卸売業,,,,
3184,ＩＣＤＡホールディングス,東証2部,小売業,,,,
3185,夢展望,マザーズ,小売業,,,,
3186,ネクステージ,東証1部,小売業,,,,
3187,サンワカンパニー,マザーズ,小売業,,,,
3189,ＡＮＡＰ,東証JQS,小売業,,,,
3190,ホットマン,東証JQS,小売業,,,,
3191,ジョイフル本田,東証1部,小売業,,,,
3192,白鳩,東証JQS,小売業,,,,
3193,鳥貴族,東証1部,小売業,,,,
3194,キリン堂ホールディングス,東証1部,小売業,,,,
3195,ジェネレーションパス,マザーズ,小売業,,,,
3196,ホットランド,東証1部,小売業,,,,
3197,すかいらーくホールディングス,東証1部,小売業,,,,
